Claim_ID,Food_ID,Receiver_ID,Status,Timestamp
590,505,4,Cancelled,2025-03-17 08:39:00
591,723,782,Completed,2025-03-20 06:00:00
592,319,832,Completed,2025-03-03 23:50:00
593,882,743,Cancelled,2025-03-05 23:53:00
594,555,14,Pending,2025-03-16 20:01:00
595,172,861,Cancelled,2025-03-07 15:18:00
596,844,949,Cancelled,2025-03-13 04:06:00
597,599,183,Pending,2025-03-13 05:49:00
598,403,905,Completed,2025-03-04 04:55:00
599,307,86,Pending,2025-03-19 18:33:00
600,910,492,Cancelled,2025-03-17 17:33:00
601,964,458,Completed,2025-03-21 03:54:00
602,165,997,Cancelled,2025-03-19 07:08:00
603,920,766,Pending,2025-03-11 07:49:00
604,522,737,Completed,2025-03-11 21:27:00
605,727,786,Completed,2025-03-07 16:35:00
606,912,192,Cancelled,2025-03-15 01:34:00
607,72,397,Cancelled,2025-03-12 00:38:00
608,570,484,Cancelled,2025-03-08 05:26:00
609,200,227,Completed,2025-03-10 03:34:00
610,151,619,Cancelled,2025-03-14 15:18:00
611,433,567,Pending,2025-03-08 05:41:00
612,92,192,Completed,2025-03-13 21:16:00
613,764,482,Completed,2025-03-01 06:01:00
614,707,90,Pending,2025-03-14 13:47:00
615,821,367,Completed,2025-03-05 20:37:00
616,967,162,Pending,2025-03-12 16:05:00
617,933,68,Cancelled,2025-03-05 14:23:00
618,395,134,Pending,2025-03-02 03:19:00
619,743,725,Cancelled,2025-03-20 07:40:00
620,207,618,Cancelled,2025-03-17 11:24:00
621,175,742,Pending,2025-03-19 10:26:00
622,949,963,Cancelled,2025-03-12 19:13:00
623,400,737,Cancelled,2025-03-14 10:01:00
624,502,524,Cancelled,2025-03-05 16:11:00
625,416,69,Cancelled,2025-03-16 02:15:00
626,823,576,Pending,2025-03-21 02:42:00
627,686,814,Cancelled,2025-03-15 01:36:00
628,906,354,Pending,2025-03-17 09:31:00
629,326,437,Pending,2025-03-16 00:43:00
630,606,905,Completed,2025-03-02 15:26:00
631,862,28,Pending,2025-03-19 00:37:00
632,393,9,Completed,2025-03-20 13:40:00
633,385,440,Completed,2025-03-12 13:15:00
634,435,767,Pending,2025-03-08 17:54:00
635,748,113,Pending,2025-03-07 01:36:00
636,554,144,Cancelled,2025-03-18 17:20:00
637,476,216,Pending,2025-03-20 13:06:00
638,949,687,Completed,2025-03-16 05:38:00
639,233,832,Cancelled,2025-03-06 13:32:00
640,239,944,Cancelled,2025-03-19 01:17:00
641,251,410,Cancelled,2025-03-02 00:21:00
642,113,255,Pending,2025-03-20 19:57:00
643,806,993,Pending,2025-03-10 18:38:00
644,837,800,Cancelled,2025-03-11 04:33:00
645,739,220,Pending,2025-03-20 03:23:00
646,120,713,Cancelled,2025-03-13 13:29:00
647,35,654,Pending,2025-03-18 17:53:00
648,55,1000,Completed,2025-03-08 11:56:00
649,210,43,Completed,2025-03-07 17:26:00
650,421,505,Completed,2025-03-12 14:21:00
651,156,113,Cancelled,2025-03-14 22:38:00
652,932,223,Pending,2025-03-05 12:54:00
653,78,765,Pending,2025-03-02 10:50:00
654,291,158,Pending,2025-03-21 00:56:00
655,215,28,Completed,2025-03-11 12:30:00
656,875,799,Pending,2025-03-13 16:14:00
657,945,220,Completed,2025-03-08 12:26:00
658,232,10,Pending,2025-03-01 21:49:00
659,98,864,Cancelled,2025-03-17 02:31:00
660,912,204,Cancelled,2025-03-08 10:54:00
661,520,560,Pending,2025-03-09 02:37:00
662,600,902,Completed,2025-03-18 00:04:00
663,180,884,Cancelled,2025-03-14 11:47:00
664,866,410,Cancelled,2025-03-19 06:20:00
665,49,314,Pending,2025-03-08 19:49:00
666,749,130,Pending,2025-03-15 09:02:00
667,165,681,Cancelled,2025-03-02 23:27:00
668,86,205,Cancelled,2025-03-10 09:10:00
669,224,570,Pending,2025-03-06 03:52:00
670,349,118,Cancelled,2025-03-10 18:32:00
671,297,610,Completed,2025-03-01 01:43:00
672,903,508,Completed,2025-03-19 09:42:00
673,474,545,Cancelled,2025-03-10 04:05:00
674,861,276,Cancelled,2025-03-10 00:14:00
675,897,53,Cancelled,2025-03-19 06:58:00
676,625,589,Pending,2025-03-15 09:58:00
677,287,663,Pending,2025-03-18 11:41:00
678,56,139,Pending,2025-03-10 00:33:00
679,302,305,Pending,2025-03-16 01:38:00
680,154,785,Completed,2025-03-17 14:55:00
681,334,213,Cancelled,2025-03-11 09:29:00
682,629,937,Pending,2025-03-19 06:45:00
683,195,805,Pending,2025-03-13 15:36:00
684,299,550,Pending,2025-03-14 08:30:00
685,622,235,Cancelled,2025-03-01 08:58:00
686,540,900,Pending,2025-03-07 09:12:00
687,921,536,Completed,2025-03-07 20:46:00
688,854,525,Completed,2025-03-18 01:18:00
689,246,131,Cancelled,2025-03-13 03:31:00
690,85,781,Completed,2025-03-09 18:58:00
691,498,442,Cancelled,2025-03-02 02:18:00
692,500,717,Pending,2025-03-14 02:15:00
693,479,647,Cancelled,2025-03-15 03:55:00
694,529,454,Completed,2025-03-01 06:03:00
695,462,415,Cancelled,2025-03-10 21:12:00
696,634,561,Cancelled,2025-03-12 17:08:00
697,30,132,Completed,2025-03-04 17:46:00
698,633,185,Cancelled,2025-03-03 00:51:00
699,138,233,Cancelled,2025-03-04 15:15:00
700,110,901,Completed,2025-03-08 19:12:00
701,833,15,Completed,2025-03-14 16:16:00
702,83,150,Cancelled,2025-03-11 23:02:00
703,836,742,Cancelled,2025-03-14 10:57:00
704,271,394,Pending,2025-03-08 01:33:00
705,298,174,Cancelled,2025-03-09 07:36:00
706,636,800,Pending,2025-03-09 23:19:00
707,791,877,Pending,2025-03-07 10:15:00
708,999,293,Pending,2025-03-18 18:55:00
709,673,754,Cancelled,2025-03-20 09:11:00
710,599,27,Pending,2025-03-16 09:32:00
711,703,674,Completed,2025-03-15 07:35:00
712,179,505,Completed,2025-03-01 01:24:00
713,973,494,Completed,2025-03-07 06:15:00
714,951,423,Pending,2025-03-21 01:57:00
715,36,668,Pending,2025-03-17 14:14:00
716,696,68,Cancelled,2025-03-03 02:38:00
717,991,149,Pending,2025-03-12 17:53:00
718,626,650,Completed,2025-03-14 23:56:00
719,695,192,Cancelled,2025-03-12 00:06:00
720,502,348,Cancelled,2025-03-15 06:28:00
721,217,844,Completed,2025-03-13 15:46:00
722,898,888,Completed,2025-03-15 08:59:00
723,228,59,Pending,2025-03-12 04:00:00
724,396,747,Completed,2025-03-12 02:12:00
725,784,218,Pending,2025-03-20 12:45:00
726,23,446,Cancelled,2025-03-06 00:25:00
727,47,548,Cancelled,2025-03-17 04:10:00
728,882,810,Completed,2025-03-15 11:35:00
729,308,239,Pending,2025-03-16 12:55:00
730,715,48,Cancelled,2025-03-03 13:52:00
731,403,218,Completed,2025-03-17 22:44:00
732,935,126,Pending,2025-03-07 09:52:00
733,932,843,Completed,2025-03-14 21:55:00
734,224,172,Cancelled,2025-03-18 16:07:00
735,720,608,Completed,2025-03-20 06:52:00
736,84,544,Completed,2025-03-14 23:52:00
737,636,794,Pending,2025-03-14 18:09:00
738,819,482,Completed,2025-03-12 23:39:00
739,230,171,Completed,2025-03-02 17:31:00
740,199,50,Completed,2025-03-20 06:16:00
741,886,842,Cancelled,2025-03-19 09:05:00
742,132,358,Pending,2025-03-15 15:01:00
743,574,996,Cancelled,2025-03-08 15:17:00
744,379,26,Pending,2025-03-14 07:15:00
745,807,317,Pending,2025-03-19 19:02:00
746,385,587,Pending,2025-03-19 13:13:00
747,234,437,Pending,2025-03-03 21:37:00
748,494,395,Cancelled,2025-03-02 21:16:00
749,689,300,Cancelled,2025-03-13 19:23:00
750,931,742,Completed,2025-03-19 04:32:00
751,398,710,Pending,2025-03-16 04:56:00
752,463,777,Cancelled,2025-03-13 23:12:00
753,958,455,Cancelled,2025-03-07 15:56:00
754,997,571,Completed,2025-03-20 08:59:00
755,34,709,Completed,2025-03-15 03:13:00
756,696,418,Completed,2025-03-16 09:29:00
757,352,7,Completed,2025-03-13 19:20:00
758,877,472,Cancelled,2025-03-20 02:09:00
759,174,219,Cancelled,2025-03-18 11:19:00
760,828,212,Completed,2025-03-13 16:00:00
761,205,351,Completed,2025-03-12 20:51:00
762,505,275,Cancelled,2025-03-16 00:02:00
763,331,52,Cancelled,2025-03-13 07:51:00
764,28,788,Completed,2025-03-16 04:52:00
765,168,695,Pending,2025-03-17 09:49:00
766,945,781,Completed,2025-03-10 09:20:00
767,798,355,Completed,2025-03-09 18:34:00
768,939,213,Pending,2025-03-18 16:20:00
769,971,107,Cancelled,2025-03-04 01:25:00
770,917,328,Completed,2025-03-11 08:12:00
771,297,181,Cancelled,2025-03-13 01:15:00
772,926,112,Completed,2025-03-04 15:24:00
773,35,205,Pending,2025-03-12 10:01:00
774,35,479,Cancelled,2025-03-20 12:11:00
775,961,806,Completed,2025-03-05 23:56:00
776,23,559,Cancelled,2025-03-02 00:29:00
777,886,297,Cancelled,2025-03-14 09:47:00
778,241,715,Pending,2025-03-11 00:31:00
779,508,56,Cancelled,2025-03-13 18:28:00
780,16,194,Pending,2025-03-08 13:58:00
781,676,701,Pending,2025-03-04 14:26:00
782,476,181,Completed,2025-03-04 19:49:00
783,485,429,Cancelled,2025-03-15 18:58:00
784,655,381,Pending,2025-03-19 22:41:00
785,981,887,Pending,2025-03-15 14:23:00
786,104,977,Pending,2025-03-09 13:13:00
787,988,590,Completed,2025-03-15 04:12:00
788,253,379,Completed,2025-03-19 17:32:00
789,684,202,Cancelled,2025-03-01 21:34:00
790,30,680,Completed,2025-03-05 13:01:00
791,240,144,Cancelled,2025-03-10 03:33:00
792,775,259,Completed,2025-03-12 17:39:00
793,444,783,Completed,2025-03-02 21:12:00
794,928,318,Cancelled,2025-03-13 16:04:00
795,902,293,Completed,2025-03-05 21:45:00
796,685,410,Cancelled,2025-03-13 00:39:00
797,950,275,Pending,2025-03-12 22:59:00
798,609,735,Pending,2025-03-09 10:08:00
799,487,786,Completed,2025-03-06 19:57:00
800,224,227,Cancelled,2025-03-11 23:55:00
801,131,72,Completed,2025-03-04 15:42:00
802,100,729,Completed,2025-03-17 09:35:00
803,701,240,Pending,2025-03-09 14:33:00
804,614,655,Cancelled,2025-03-21 06:12:00
805,181,348,Cancelled,2025-03-13 11:08:00
806,529,650,Pending,2025-03-02 07:54:00
807,767,742,Completed,2025-03-08 17:05:00
808,243,528,Pending,2025-03-01 20:29:00
809,929,603,Pending,2025-03-10 03:05:00
810,528,281,Cancelled,2025-03-15 06:11:00
811,399,57,Cancelled,2025-03-10 06:39:00
812,820,473,Pending,2025-03-07 00:40:00
813,934,982,Completed,2025-03-02 22:20:00
814,95,438,Completed,2025-03-15 18:11:00
815,243,795,Completed,2025-03-18 08:50:00
816,627,899,Pending,2025-03-07 18:11:00
817,969,800,Pending,2025-03-03 16:20:00
818,797,570,Completed,2025-03-10 20:54:00
819,18,617,Pending,2025-03-06 01:36:00
820,943,869,Completed,2025-03-07 18:34:00
821,590,300,Cancelled,2025-03-11 03:27:00
822,126,122,Pending,2025-03-04 06:00:00
823,96,800,Cancelled,2025-03-07 21:50:00
824,151,508,Cancelled,2025-03-15 05:45:00
825,31,590,Pending,2025-03-12 07:28:00
826,762,965,Cancelled,2025-03-09 09:16:00
827,964,59,Cancelled,2025-03-19 13:26:00
828,598,723,Pending,2025-03-04 04:15:00
829,443,891,Pending,2025-03-14 21:42:00
830,353,706,Cancelled,2025-03-16 12:31:00
831,401,389,Completed,2025-03-09 11:43:00
832,133,128,Completed,2025-03-20 08:29:00
833,214,673,Cancelled,2025-03-11 15:57:00
834,335,439,Pending,2025-03-09 00:14:00
835,203,533,Pending,2025-03-07 05:03:00
836,733,532,Pending,2025-03-18 00:13:00
837,25,228,Cancelled,2025-03-12 14:13:00
838,728,870,Completed,2025-03-11 03:05:00
839,945,72,Cancelled,2025-03-20 08:13:00
840,811,245,Pending,2025-03-17 11:00:00
841,682,195,Completed,2025-03-03 00:22:00
842,812,341,Cancelled,2025-03-14 22:59:00
843,512,102,Cancelled,2025-03-10 01:37:00
844,778,362,Cancelled,2025-03-16 05:59:00
845,70,42,Pending,2025-03-09 11:24:00
846,125,549,Cancelled,2025-03-18 13:25:00
847,682,778,Cancelled,2025-03-07 07:36:00
848,374,419,Pending,2025-03-18 18:19:00
849,647,468,Pending,2025-03-14 05:17:00
850,652,381,Pending,2025-03-07 15:57:00
851,71,164,Completed,2025-03-08 16:08:00
852,66,700,Cancelled,2025-03-18 10:02:00
853,299,378,Pending,2025-03-18 09:13:00
854,173,647,Completed,2025-03-08 15:30:00
855,410,595,Cancelled,2025-03-01 22:24:00
856,294,838,Completed,2025-03-18 13:19:00
857,418,771,Completed,2025-03-12 22:10:00
858,465,145,Completed,2025-03-05 07:07:00
859,3,887,Cancelled,2025-03-13 06:36:00
860,9,345,Cancelled,2025-03-05 09:20:00
861,510,377,Cancelled,2025-03-13 06:11:00
862,839,361,Cancelled,2025-03-19 04:49:00
863,30,16,Pending,2025-03-09 22:36:00
864,962,622,Cancelled,2025-03-09 00:55:00
865,163,694,Pending,2025-03-07 15:49:00
866,461,615,Completed,2025-03-01 02:31:00
867,692,794,Completed,2025-03-10 07:01:00
868,460,361,Pending,2025-03-09 02:48:00
869,935,348,Cancelled,2025-03-11 23:05:00
870,972,228,Completed,2025-03-17 18:54:00
871,786,620,Cancelled,2025-03-08 17:20:00
872,832,302,Completed,2025-03-15 15:47:00
873,558,173,Pending,2025-03-17 05:22:00
874,822,226,Pending,2025-03-10 05:50:00
875,338,848,Completed,2025-03-16 13:38:00
876,696,994,Cancelled,2025-03-10 14:13:00
877,707,637,Completed,2025-03-03 23:14:00
878,544,889,Cancelled,2025-03-14 05:12:00
879,7,825,Pending,2025-03-01 01:49:00
880,751,811,Cancelled,2025-03-10 20:50:00
881,17,647,Pending,2025-03-12 19:27:00
882,565,850,Completed,2025-03-12 20:44:00
883,167,266,Pending,2025-03-11 12:45:00
884,364,493,Cancelled,2025-03-14 15:24:00
885,515,400,Pending,2025-03-16 23:58:00
886,756,973,Cancelled,2025-03-07 02:15:00
887,743,507,Pending,2025-03-15 02:19:00
888,916,738,Completed,2025-03-05 01:28:00
889,632,917,Cancelled,2025-03-08 22:20:00
890,128,276,Cancelled,2025-03-13 08:03:00
891,973,510,Cancelled,2025-03-17 05:08:00
892,456,933,Pending,2025-03-04 14:51:00
893,180,276,Completed,2025-03-20 12:02:00
894,730,903,Cancelled,2025-03-02 11:28:00
895,977,425,Pending,2025-03-12 03:28:00
896,315,768,Completed,2025-03-15 06:17:00
897,929,730,Completed,2025-03-13 19:48:00
898,851,572,Completed,2025-03-14 07:54:00
899,13,28,Pending,2025-03-16 06:18:00
900,545,532,Completed,2025-03-03 21:06:00
901,474,195,Pending,2025-03-12 09:04:00
902,210,852,Completed,2025-03-02 17:35:00
903,413,426,Cancelled,2025-03-18 22:32:00
904,168,561,Completed,2025-03-08 21:53:00
905,380,361,Pending,2025-03-05 13:31:00
906,938,916,Pending,2025-03-15 10:50:00
907,800,934,Completed,2025-03-04 03:13:00
908,762,558,Completed,2025-03-05 13:06:00
909,893,299,Completed,2025-03-20 23:39:00
910,410,424,Completed,2025-03-05 14:21:00
911,355,128,Pending,2025-03-08 08:57:00
912,683,189,Completed,2025-03-20 15:37:00
913,705,957,Pending,2025-03-15 22:21:00
914,950,239,Completed,2025-03-18 13:03:00
915,441,65,Pending,2025-03-01 17:46:00
916,571,472,Pending,2025-03-13 03:13:00
917,109,935,Completed,2025-03-03 10:41:00
918,92,42,Completed,2025-03-11 09:59:00
919,623,841,Cancelled,2025-03-11 18:11:00
920,279,323,Cancelled,2025-03-20 16:37:00
921,826,507,Completed,2025-03-05 01:43:00
922,206,768,Pending,2025-03-20 00:57:00
923,293,276,Cancelled,2025-03-02 22:49:00
924,580,154,Pending,2025-03-13 16:32:00
925,237,985,Pending,2025-03-08 05:15:00
926,43,72,Cancelled,2025-03-06 12:37:00
927,317,407,Completed,2025-03-15 13:34:00
928,41,945,Pending,2025-03-20 00:15:00
929,778,938,Pending,2025-03-03 00:57:00
930,407,371,Pending,2025-03-03 10:47:00
931,616,637,Completed,2025-03-04 01:42:00
932,419,354,Completed,2025-03-12 16:39:00
933,574,301,Cancelled,2025-03-02 06:24:00
934,639,555,Cancelled,2025-03-08 17:07:00
935,520,788,Cancelled,2025-03-17 07:27:00
936,96,170,Cancelled,2025-03-08 01:17:00
937,744,799,Cancelled,2025-03-02 10:22:00
938,977,897,Cancelled,2025-03-11 07:58:00
939,37,512,Pending,2025-03-08 15:55:00
940,911,959,Completed,2025-03-05 23:59:00
941,223,318,Cancelled,2025-03-04 18:16:00
942,189,850,Completed,2025-03-01 15:26:00
943,89,934,Pending,2025-03-02 00:43:00
944,680,817,Pending,2025-03-08 00:52:00
945,989,901,Cancelled,2025-03-16 22:54:00
946,839,324,Cancelled,2025-03-20 13:56:00
947,304,840,Cancelled,2025-03-03 20:13:00
948,156,482,Completed,2025-03-14 11:23:00
949,241,240,Completed,2025-03-03 08:53:00
950,481,298,Pending,2025-03-01 03:50:00
951,236,585,Completed,2025-03-18 01:05:00
952,459,183,Completed,2025-03-18 07:49:00
953,744,686,Cancelled,2025-03-05 20:10:00
954,732,267,Cancelled,2025-03-10 10:04:00
955,492,414,Completed,2025-03-14 23:17:00
956,904,745,Completed,2025-03-13 08:36:00
957,230,625,Completed,2025-03-16 20:45:00
958,601,96,Cancelled,2025-03-12 16:11:00
959,384,31,Pending,2025-03-14 12:40:00
960,292,830,Completed,2025-03-15 09:00:00
961,955,181,Completed,2025-03-16 05:05:00
962,391,308,Completed,2025-03-09 00:59:00
963,397,93,Cancelled,2025-03-07 06:39:00
964,563,451,Pending,2025-03-17 10:43:00
965,285,377,Pending,2025-03-04 01:35:00
966,558,509,Cancelled,2025-03-13 23:25:00
967,890,168,Pending,2025-03-12 16:42:00
968,637,37,Cancelled,2025-03-19 00:50:00
969,836,408,Cancelled,2025-03-16 02:39:00
970,997,497,Cancelled,2025-03-05 02:55:00
971,596,330,Completed,2025-03-10 12:51:00
972,623,87,Pending,2025-03-06 04:36:00
973,284,559,Pending,2025-03-08 20:43:00
974,643,371,Cancelled,2025-03-03 19:08:00
975,226,132,Cancelled,2025-03-01 05:18:00
976,551,409,Completed,2025-03-07 12:50:00
977,853,193,Pending,2025-03-05 20:11:00
978,818,799,Cancelled,2025-03-11 06:11:00
979,855,553,Completed,2025-03-07 08:39:00
980,925,652,Pending,2025-03-18 11:35:00
981,615,839,Cancelled,2025-03-10 15:58:00
982,670,871,Cancelled,2025-03-19 02:27:00
983,300,755,Pending,2025-03-18 19:10:00
984,1,368,Completed,2025-03-19 06:19:00
985,380,113,Completed,2025-03-17 22:32:00
986,915,875,Completed,2025-03-05 13:19:00
987,579,769,Cancelled,2025-03-04 13:27:00
988,272,191,Pending,2025-03-04 07:18:00
989,799,272,Pending,2025-03-08 13:03:00
990,791,943,Cancelled,2025-03-19 15:41:00
991,175,984,Pending,2025-03-20 03:50:00
992,251,394,Completed,2025-03-17 10:54:00
993,635,341,Cancelled,2025-03-19 12:40:00
994,107,93,Cancelled,2025-03-03 22:13:00
995,190,105,Completed,2025-03-10 00:46:00
996,855,211,Completed,2025-03-13 19:40:00
997,980,746,Cancelled,2025-03-17 22:04:00
998,832,967,Cancelled,2025-03-13 18:00:00
999,917,90,Completed,2025-03-01 15:31:00
1000,596,950,Cancelled,2025-03-13 12:51:00
