Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type
321,Pasta,20,2025-03-18,572,Supermarket,Lake Cathy,Non-Vegetarian,Lunch
322,Chicken,12,2025-03-26,575,Catering Service,Johnport,Non-Vegetarian,Dinner
323,Dairy,31,2025-03-27,4,Grocery Store,Mendezmouth,Vegan,Snacks
324,Soup,39,2025-03-24,346,Grocery Store,Thomasville,Vegetarian,Snacks
325,Chicken,32,2025-03-25,365,Restaurant,West Robert,Vegan,Dinner
326,Soup,25,2025-03-29,407,Restaurant,North Charlesside,Vegan,Dinner
327,Dairy,24,2025-03-22,834,Supermarket,Harrishaven,Vegetarian,Breakfast
328,Chicken,36,2025-03-19,876,Grocery Store,Brookeland,Vegetarian,Snacks
329,Rice,42,2025-03-17,716,Catering Service,North Ryan,Vegetarian,Dinner
330,Rice,49,2025-03-19,407,Restaurant,North Charlesside,Vegan,Snacks
331,Fish,8,2025-03-22,480,Catering Service,East Kevin,Vegan,Breakfast
332,Rice,12,2025-03-21,616,Restaurant,Clarkberg,Vegetarian,Dinner
333,Salad,41,2025-03-20,139,Supermarket,Port Connie,Non-Vegetarian,Breakfast
334,Bread,17,2025-03-19,126,Supermarket,New Rodneyville,Non-Vegetarian,Snacks
335,Rice,38,2025-03-20,664,Catering Service,Jeffreyshire,Non-Vegetarian,Snacks
336,Dairy,36,2025-03-23,101,Restaurant,East Angelafort,Non-Vegetarian,Snacks
337,Vegetables,5,2025-03-24,301,Supermarket,East Laurashire,Vegan,Snacks
338,Chicken,7,2025-03-19,735,Restaurant,Westmouth,Non-Vegetarian,Lunch
339,Pasta,40,2025-03-29,512,Grocery Store,Port Timothystad,Non-Vegetarian,Dinner
340,Fruits,3,2025-03-24,634,Supermarket,Colemanton,Vegetarian,Dinner
341,Vegetables,48,2025-03-30,908,Supermarket,East Phillipton,Non-Vegetarian,Dinner
342,Vegetables,5,2025-03-27,766,Catering Service,Jonathanmouth,Vegetarian,Lunch
343,Bread,40,2025-03-27,563,Grocery Store,East Angela,Vegan,Snacks
344,Vegetables,44,2025-03-23,678,Grocery Store,Lake Travis,Vegan,Snacks
345,Pasta,14,2025-03-20,346,Grocery Store,Thomasville,Vegan,Lunch
346,Chicken,16,2025-03-28,2,Grocery Store,East Sheena,Vegan,Snacks
347,Chicken,45,2025-03-24,567,Catering Service,Jonathanstad,Vegetarian,Breakfast
348,Fish,21,2025-03-27,107,Restaurant,West Lauraborough,Vegetarian,Lunch
349,Vegetables,33,2025-03-18,766,Catering Service,Jonathanmouth,Vegetarian,Breakfast
350,Pasta,8,2025-03-21,828,Catering Service,Torresshire,Non-Vegetarian,Breakfast
351,Bread,45,2025-03-25,678,Grocery Store,Lake Travis,Non-Vegetarian,Snacks
352,Vegetables,31,2025-03-28,692,Supermarket,South Andrewport,Vegetarian,Dinner
353,Fruits,5,2025-03-29,418,Restaurant,Deborahfurt,Non-Vegetarian,Lunch
354,Pasta,3,2025-03-24,380,Restaurant,Lake Christophermouth,Vegan,Lunch
355,Pasta,10,2025-03-22,662,Supermarket,Port Lesliebury,Vegetarian,Dinner
356,Fish,27,2025-03-20,71,Restaurant,Ruizmouth,Vegan,Lunch
357,Chicken,1,2025-03-23,939,Catering Service,New Monicaside,Vegan,Dinner
358,Fruits,41,2025-03-21,810,Catering Service,Lake Jason,Vegetarian,Breakfast
359,Bread,6,2025-03-23,811,Grocery Store,East Emily,Non-Vegetarian,Lunch
360,Chicken,12,2025-03-18,22,Catering Service,Port Lisamouth,Vegan,Dinner
361,Dairy,17,2025-03-16,391,Supermarket,South Jerryside,Vegetarian,Breakfast
362,Chicken,29,2025-03-27,785,Catering Service,Lindseybury,Vegan,Snacks
363,Bread,24,2025-03-23,770,Supermarket,East Melissa,Non-Vegetarian,Breakfast
364,Fish,33,2025-03-22,540,Catering Service,Henrychester,Non-Vegetarian,Snacks
365,Fruits,48,2025-03-27,71,Restaurant,Ruizmouth,Non-Vegetarian,Dinner
366,Chicken,25,2025-03-24,331,Catering Service,South Jeffreyburgh,Non-Vegetarian,Lunch
367,Vegetables,38,2025-03-29,610,Supermarket,Allenton,Non-Vegetarian,Snacks
368,Salad,1,2025-03-16,826,Supermarket,Lake Karenfurt,Non-Vegetarian,Lunch
369,Fruits,23,2025-03-16,523,Restaurant,Lake Lorrainefort,Vegan,Breakfast
370,Fruits,35,2025-03-16,783,Restaurant,Port Melanie,Vegan,Lunch
371,Bread,34,2025-03-21,154,Supermarket,New John,Non-Vegetarian,Lunch
372,Pasta,11,2025-03-25,138,Grocery Store,North Sherrimouth,Vegan,Snacks
373,Rice,39,2025-03-21,252,Grocery Store,Phillipsfort,Non-Vegetarian,Lunch
374,Chicken,44,2025-03-21,709,Restaurant,South Kathryn,Vegan,Lunch
375,Vegetables,15,2025-03-28,569,Grocery Store,South Russelltown,Vegan,Dinner
376,Vegetables,47,2025-03-25,41,Catering Service,Bentleyburgh,Vegan,Lunch
377,Pasta,22,2025-03-25,737,Restaurant,Port Andrea,Non-Vegetarian,Breakfast
378,Soup,39,2025-03-19,834,Supermarket,Harrishaven,Vegetarian,Lunch
379,Rice,14,2025-03-18,312,Restaurant,North Ianbury,Vegetarian,Lunch
380,Soup,26,2025-03-22,985,Restaurant,Harrisonbury,Non-Vegetarian,Snacks
381,Pasta,35,2025-03-18,86,Catering Service,New Michelle,Vegan,Dinner
382,Salad,42,2025-03-20,208,Restaurant,East Garyton,Non-Vegetarian,Dinner
383,Vegetables,48,2025-03-19,783,Restaurant,Port Melanie,Vegan,Lunch
384,Fish,14,2025-03-26,614,Supermarket,Robertshire,Vegan,Snacks
385,Pasta,7,2025-03-25,885,Restaurant,Lake Stephen,Non-Vegetarian,Dinner
386,Salad,30,2025-03-22,697,Restaurant,Padillatown,Vegetarian,Snacks
387,Rice,31,2025-03-24,958,Restaurant,Lake Vanessaland,Vegan,Dinner
388,Soup,41,2025-03-25,858,Restaurant,Johnsonborough,Vegetarian,Dinner
389,Vegetables,30,2025-03-18,707,Supermarket,Laurietown,Non-Vegetarian,Snacks
390,Soup,19,2025-03-27,264,Catering Service,New Richard,Non-Vegetarian,Lunch
391,Bread,40,2025-03-25,321,Restaurant,North Edwinchester,Vegan,Lunch
392,Soup,34,2025-03-19,599,Restaurant,Carlborough,Vegan,Dinner
393,Bread,50,2025-03-28,404,Restaurant,Brownchester,Vegan,Breakfast
394,Fruits,30,2025-03-21,485,Restaurant,East Andrea,Vegetarian,Dinner
395,Vegetables,36,2025-03-28,717,Catering Service,Pamelaberg,Vegan,Lunch
396,Dairy,5,2025-03-17,726,Supermarket,Shortfurt,Non-Vegetarian,Dinner
397,Salad,14,2025-03-21,987,Supermarket,South Kevinhaven,Non-Vegetarian,Breakfast
398,Dairy,27,2025-03-20,802,Catering Service,North Katherineshire,Non-Vegetarian,Snacks
399,Chicken,16,2025-03-29,593,Grocery Store,Tammyside,Vegetarian,Lunch
400,Rice,42,2025-03-29,897,Catering Service,Villastad,Vegan,Lunch
401,Soup,42,2025-03-18,582,Grocery Store,West Dannyland,Vegetarian,Lunch
402,Fish,11,2025-03-29,429,Grocery Store,Lake Benjamin,Non-Vegetarian,Lunch
403,Bread,25,2025-03-28,133,Catering Service,South Michaelberg,Non-Vegetarian,Breakfast
404,Salad,10,2025-03-18,691,Restaurant,Youngchester,Vegetarian,Snacks
405,Bread,16,2025-03-20,241,Catering Service,Devinmouth,Vegetarian,Lunch
406,Salad,28,2025-03-22,222,Catering Service,Stephanieberg,Vegetarian,Snacks
407,Chicken,32,2025-03-20,912,Catering Service,Blaketown,Vegetarian,Lunch
408,Soup,42,2025-03-24,391,Supermarket,South Jerryside,Non-Vegetarian,Breakfast
409,Chicken,46,2025-03-24,898,Restaurant,Medinatown,Vegetarian,Dinner
410,Salad,21,2025-03-19,273,Supermarket,New Carol,Non-Vegetarian,Snacks
411,Soup,39,2025-03-30,419,Supermarket,Port Peter,Non-Vegetarian,Breakfast
412,Chicken,10,2025-03-28,999,Grocery Store,Stevenchester,Non-Vegetarian,Snacks
413,Salad,31,2025-03-24,315,Restaurant,Lake Andrewmouth,Vegetarian,Lunch
414,Vegetables,7,2025-03-21,353,Grocery Store,North Aaron,Non-Vegetarian,Snacks
415,Vegetables,18,2025-03-23,537,Restaurant,Callahanside,Vegan,Breakfast
416,Soup,49,2025-03-26,888,Supermarket,West Sharonview,Vegan,Dinner
417,Soup,49,2025-03-19,196,Restaurant,Bartonborough,Vegan,Snacks
418,Vegetables,19,2025-03-30,685,Supermarket,Maysside,Non-Vegetarian,Lunch
419,Rice,26,2025-03-19,585,Grocery Store,Port Donnaton,Vegetarian,Breakfast
420,Soup,13,2025-03-26,386,Grocery Store,Wheelermouth,Vegan,Breakfast
421,Dairy,24,2025-03-17,676,Catering Service,Lake Jasmin,Vegetarian,Dinner
422,Soup,2,2025-03-20,550,Catering Service,Timothychester,Non-Vegetarian,Breakfast
423,Fish,6,2025-03-30,926,Grocery Store,North Chase,Vegan,Breakfast
424,Pasta,41,2025-03-27,910,Restaurant,Leeburgh,Non-Vegetarian,Lunch
425,Chicken,19,2025-03-24,4,Grocery Store,Mendezmouth,Non-Vegetarian,Breakfast
426,Bread,6,2025-03-22,461,Restaurant,New Hannah,Vegetarian,Dinner
427,Soup,34,2025-03-18,338,Catering Service,Adambury,Non-Vegetarian,Lunch
428,Dairy,35,2025-03-16,242,Restaurant,Michaelport,Vegetarian,Snacks
429,Pasta,34,2025-03-17,178,Catering Service,Scottchester,Non-Vegetarian,Lunch
430,Dairy,33,2025-03-28,853,Catering Service,East Michelle,Vegan,Snacks
431,Pasta,21,2025-03-20,144,Catering Service,Bellport,Non-Vegetarian,Lunch
432,Dairy,34,2025-03-17,979,Restaurant,West Hunter,Non-Vegetarian,Breakfast
433,Dairy,50,2025-03-18,892,Grocery Store,Russellfurt,Vegetarian,Lunch
434,Vegetables,20,2025-03-23,460,Grocery Store,Lake Justin,Non-Vegetarian,Snacks
435,Chicken,26,2025-03-30,373,Grocery Store,Aprilberg,Non-Vegetarian,Lunch
436,Pasta,6,2025-03-26,126,Supermarket,New Rodneyville,Vegan,Snacks
437,Chicken,29,2025-03-16,345,Catering Service,North Tracy,Non-Vegetarian,Dinner
438,Dairy,46,2025-03-20,84,Restaurant,Marthaside,Vegetarian,Breakfast
439,Fruits,41,2025-03-16,986,Supermarket,Port David,Vegan,Dinner
440,Pasta,34,2025-03-21,499,Catering Service,Jonathanstad,Vegan,Lunch
441,Fruits,2,2025-03-18,919,Supermarket,Port Tanyaburgh,Vegetarian,Lunch
442,Fish,20,2025-03-18,905,Restaurant,North Kennethshire,Non-Vegetarian,Lunch
443,Chicken,34,2025-03-22,671,Grocery Store,North Catherine,Non-Vegetarian,Lunch
444,Dairy,27,2025-03-27,117,Restaurant,Amberton,Non-Vegetarian,Lunch
445,Pasta,13,2025-03-18,995,Supermarket,Manningshire,Vegan,Lunch
446,Bread,9,2025-03-24,39,Supermarket,Brittanyville,Non-Vegetarian,Snacks
447,Soup,21,2025-03-26,736,Supermarket,East Anthony,Vegetarian,Lunch
448,Vegetables,25,2025-03-23,221,Supermarket,Walterborough,Vegan,Snacks
449,Dairy,21,2025-03-17,655,Restaurant,Jimmyberg,Vegetarian,Dinner
450,Bread,9,2025-03-23,368,Grocery Store,North Lindseychester,Non-Vegetarian,Dinner
451,Fish,14,2025-03-18,713,Grocery Store,Smithmouth,Vegan,Breakfast
452,Vegetables,47,2025-03-23,871,Supermarket,Madelinechester,Vegan,Dinner
453,Fish,21,2025-03-21,664,Catering Service,Jeffreyshire,Vegetarian,Lunch
454,Pasta,4,2025-03-22,189,Supermarket,Brianside,Vegetarian,Lunch
455,Pasta,17,2025-03-27,630,Catering Service,West Matthew,Vegan,Dinner
456,Vegetables,16,2025-03-19,144,Catering Service,Bellport,Vegetarian,Snacks
457,Soup,30,2025-03-25,347,Supermarket,Louismouth,Non-Vegetarian,Lunch
458,Dairy,16,2025-03-23,210,Grocery Store,Paulmouth,Vegan,Lunch
459,Rice,2,2025-03-22,213,Grocery Store,Andersonville,Vegetarian,Snacks
460,Dairy,45,2025-03-17,202,Supermarket,Vazquezshire,Vegetarian,Dinner
461,Pasta,10,2025-03-19,511,Grocery Store,Port Davidshire,Vegetarian,Dinner
462,Soup,22,2025-03-23,85,Catering Service,Christopherstad,Vegan,Dinner
463,Soup,36,2025-03-17,384,Grocery Store,Jamesfurt,Vegan,Lunch
464,Fish,27,2025-03-20,201,Catering Service,Sandrastad,Vegetarian,Lunch
465,Rice,32,2025-03-19,532,Grocery Store,Darrylchester,Vegetarian,Snacks
466,Rice,6,2025-03-30,729,Grocery Store,Lake Nathan,Vegetarian,Dinner
467,Dairy,7,2025-03-28,337,Restaurant,New Ricky,Non-Vegetarian,Dinner
468,Fruits,1,2025-03-27,258,Restaurant,Lake Anthonyport,Vegetarian,Breakfast
469,Vegetables,7,2025-03-30,388,Supermarket,Manuelhaven,Vegetarian,Snacks
470,Salad,38,2025-03-17,435,Restaurant,Port Leahfurt,Vegan,Dinner
471,Pasta,15,2025-03-30,637,Grocery Store,East Williamshire,Vegetarian,Lunch
472,Salad,21,2025-03-20,340,Grocery Store,Murrayborough,Non-Vegetarian,Snacks
473,Chicken,19,2025-03-30,528,Supermarket,Markport,Vegetarian,Breakfast
474,Rice,5,2025-03-22,215,Grocery Store,New Curtis,Vegetarian,Dinner
475,Pasta,13,2025-03-26,357,Supermarket,Donnaborough,Vegetarian,Dinner
476,Fruits,2,2025-03-28,993,Restaurant,East Stephanie,Non-Vegetarian,Dinner
477,Dairy,40,2025-03-18,262,Supermarket,New Carol,Vegan,Breakfast
478,Soup,43,2025-03-17,928,Catering Service,Zimmermanton,Vegetarian,Lunch
479,Salad,2,2025-03-18,786,Restaurant,Basstown,Vegetarian,Breakfast
480,Pasta,25,2025-03-24,517,Grocery Store,Wadeville,Non-Vegetarian,Lunch
481,Dairy,16,2025-03-19,705,Grocery Store,East Robert,Vegan,Dinner
482,Salad,32,2025-03-27,912,Catering Service,Blaketown,Non-Vegetarian,Dinner
483,Vegetables,36,2025-03-29,933,Catering Service,Anthonyborough,Vegetarian,Snacks
484,Bread,15,2025-03-22,133,Catering Service,South Michaelberg,Vegan,Snacks
485,Salad,50,2025-03-18,185,Restaurant,Shirleyland,Vegan,Lunch
486,Chicken,9,2025-03-25,550,Catering Service,Timothychester,Vegan,Snacks
487,Fruits,43,2025-03-18,499,Catering Service,Jonathanstad,Vegetarian,Dinner
488,Fish,22,2025-03-19,527,Supermarket,Bonillahaven,Vegetarian,Breakfast
489,Fish,39,2025-03-25,705,Grocery Store,East Robert,Vegetarian,Dinner
490,Salad,3,2025-03-24,563,Grocery Store,East Angela,Non-Vegetarian,Snacks
491,Fruits,23,2025-03-25,139,Supermarket,Port Connie,Vegan,Lunch
492,Pasta,30,2025-03-28,295,Restaurant,Meghanfurt,Vegetarian,Breakfast
493,Fish,26,2025-03-30,102,Grocery Store,West Samantha,Vegetarian,Snacks
494,Bread,41,2025-03-24,129,Restaurant,Port Emily,Vegetarian,Breakfast
495,Pasta,34,2025-03-22,494,Supermarket,New Denise,Vegetarian,Dinner
496,Chicken,22,2025-03-28,552,Catering Service,Pearsonchester,Vegetarian,Dinner
497,Dairy,48,2025-03-27,709,Restaurant,South Kathryn,Vegetarian,Dinner
498,Rice,28,2025-03-16,507,Grocery Store,Lake Diane,Non-Vegetarian,Snacks
499,Salad,6,2025-03-23,154,Supermarket,New John,Non-Vegetarian,Snacks
500,Pasta,14,2025-03-30,230,Grocery Store,North Melanie,Vegan,Dinner
501,Chicken,27,2025-03-24,11,Supermarket,South Robert,Vegetarian,Lunch
502,Dairy,40,2025-03-19,123,Grocery Store,East Meganfort,Vegan,Lunch
503,Rice,40,2025-03-29,861,Grocery Store,Lake Kendramouth,Non-Vegetarian,Snacks
504,Rice,28,2025-03-30,227,Grocery Store,Derekport,Vegetarian,Lunch
505,Pasta,12,2025-03-22,494,Supermarket,New Denise,Vegetarian,Snacks
506,Fruits,37,2025-03-29,793,Grocery Store,West Brandon,Non-Vegetarian,Snacks
507,Chicken,43,2025-03-26,968,Restaurant,Christopherton,Vegetarian,Lunch
508,Dairy,42,2025-03-18,176,Restaurant,East John,Vegan,Lunch
509,Dairy,18,2025-03-17,980,Restaurant,Port Melissa,Non-Vegetarian,Snacks
510,Salad,33,2025-03-28,697,Restaurant,Padillatown,Non-Vegetarian,Dinner
511,Salad,25,2025-03-27,879,Supermarket,Lake Michael,Vegan,Snacks
512,Chicken,20,2025-03-27,911,Restaurant,Garciatown,Vegetarian,Lunch
513,Fruits,49,2025-03-18,255,Supermarket,Crystalborough,Vegetarian,Snacks
514,Salad,20,2025-03-24,880,Catering Service,Sheenashire,Vegetarian,Snacks
515,Dairy,10,2025-03-27,725,Grocery Store,New Evanport,Vegan,Lunch
516,Fish,24,2025-03-23,846,Supermarket,South Thomasville,Non-Vegetarian,Breakfast
517,Dairy,4,2025-03-26,45,Catering Service,East Deniseborough,Vegan,Dinner
518,Fruits,46,2025-03-22,210,Grocery Store,Paulmouth,Vegan,Lunch
519,Pasta,43,2025-03-26,7,Restaurant,Lake Christopherburgh,Non-Vegetarian,Lunch
520,Fish,23,2025-03-25,559,Catering Service,New Baileyfort,Non-Vegetarian,Breakfast
521,Vegetables,23,2025-03-17,792,Catering Service,Mortonfort,Vegan,Snacks
522,Rice,7,2025-03-22,783,Restaurant,Port Melanie,Vegetarian,Lunch
523,Salad,29,2025-03-22,351,Grocery Store,South Stefanietown,Non-Vegetarian,Lunch
524,Soup,25,2025-03-18,387,Grocery Store,West Juliabury,Vegan,Snacks
525,Soup,30,2025-03-16,717,Catering Service,Pamelaberg,Vegetarian,Lunch
526,Rice,11,2025-03-30,883,Supermarket,New Jacob,Vegetarian,Lunch
527,Dairy,3,2025-03-23,674,Restaurant,Anthonyhaven,Non-Vegetarian,Snacks
528,Chicken,6,2025-03-27,677,Grocery Store,Williamsmouth,Vegan,Snacks
529,Dairy,48,2025-03-17,901,Supermarket,West Melissastad,Non-Vegetarian,Dinner
530,Soup,32,2025-03-27,583,Catering Service,Marcstad,Vegetarian,Breakfast
531,Salad,42,2025-03-17,57,Grocery Store,Port Robin,Vegan,Lunch
532,Bread,50,2025-03-20,550,Catering Service,Timothychester,Non-Vegetarian,Breakfast
533,Fruits,25,2025-03-17,273,Supermarket,New Carol,Vegetarian,Breakfast
534,Vegetables,34,2025-03-30,223,Restaurant,Longland,Non-Vegetarian,Dinner
535,Fish,24,2025-03-29,668,Grocery Store,Salinasville,Vegan,Snacks
536,Rice,13,2025-03-19,683,Grocery Store,Christinetown,Vegan,Dinner
537,Salad,9,2025-03-17,949,Supermarket,Lake Deborah,Vegetarian,Breakfast
538,Dairy,18,2025-03-29,840,Restaurant,Cisnerostown,Vegetarian,Lunch
539,Vegetables,14,2025-03-22,161,Supermarket,Perezport,Vegetarian,Breakfast
540,Soup,33,2025-03-22,31,Grocery Store,South Kellyberg,Non-Vegetarian,Snacks
541,Vegetables,12,2025-03-29,549,Catering Service,East Deborah,Vegan,Dinner
542,Bread,7,2025-03-26,926,Grocery Store,North Chase,Vegetarian,Lunch
543,Fruits,9,2025-03-26,526,Supermarket,South Tylerstad,Vegan,Dinner
544,Soup,36,2025-03-30,551,Restaurant,East Sandratown,Non-Vegetarian,Dinner
545,Pasta,23,2025-03-29,984,Catering Service,South Edwardtown,Vegetarian,Snacks
546,Pasta,33,2025-03-24,116,Grocery Store,Moseshaven,Vegan,Snacks
547,Chicken,26,2025-03-23,825,Supermarket,South Bryan,Vegan,Snacks
548,Fish,26,2025-03-19,714,Catering Service,North William,Vegan,Snacks
549,Rice,34,2025-03-23,631,Supermarket,North Kevinhaven,Non-Vegetarian,Breakfast
550,Rice,16,2025-03-29,836,Catering Service,New Ninashire,Vegan,Dinner
551,Chicken,4,2025-03-26,245,Restaurant,Lake Heather,Vegan,Lunch
552,Dairy,44,2025-03-21,98,Supermarket,Gardnerfort,Vegetarian,Dinner
553,Salad,36,2025-03-24,93,Supermarket,New Daniel,Vegan,Breakfast
554,Soup,31,2025-03-20,754,Restaurant,North Sharonburgh,Non-Vegetarian,Breakfast
555,Dairy,47,2025-03-20,371,Grocery Store,Solisburgh,Vegan,Breakfast
556,Fish,48,2025-03-21,938,Restaurant,Hollyhaven,Vegan,Lunch
557,Vegetables,20,2025-03-30,169,Grocery Store,Lindseyland,Non-Vegetarian,Dinner
558,Chicken,32,2025-03-20,267,Catering Service,Port Kevinburgh,Vegetarian,Snacks
559,Salad,18,2025-03-22,814,Grocery Store,Allenborough,Vegan,Dinner
560,Fruits,41,2025-03-18,850,Grocery Store,North Stevenbury,Non-Vegetarian,Snacks
561,Pasta,47,2025-03-20,861,Grocery Store,Lake Kendramouth,Non-Vegetarian,Lunch
562,Dairy,3,2025-03-30,906,Supermarket,West Kevin,Vegan,Dinner
563,Pasta,37,2025-03-19,554,Restaurant,Brandyberg,Non-Vegetarian,Lunch
564,Fish,29,2025-03-28,518,Grocery Store,Anneville,Non-Vegetarian,Lunch
565,Pasta,36,2025-03-24,41,Catering Service,Bentleyburgh,Non-Vegetarian,Lunch
566,Fish,8,2025-03-17,328,Grocery Store,Port Rubenville,Vegan,Lunch
567,Bread,3,2025-03-28,234,Catering Service,New Joel,Vegetarian,Breakfast
568,Fruits,11,2025-03-29,709,Restaurant,South Kathryn,Non-Vegetarian,Breakfast
569,Fish,20,2025-03-25,68,Supermarket,North Elizabeth,Vegan,Lunch
570,Vegetables,8,2025-03-16,659,Restaurant,East Lori,Non-Vegetarian,Breakfast
571,Salad,39,2025-03-18,49,Supermarket,Lake Traceyburgh,Non-Vegetarian,Breakfast
572,Bread,46,2025-03-22,212,Supermarket,Port Markview,Vegetarian,Dinner
573,Fish,40,2025-03-30,111,Supermarket,South Davidside,Vegetarian,Snacks
574,Vegetables,17,2025-03-29,239,Grocery Store,South Bradleyburgh,Non-Vegetarian,Breakfast
575,Pasta,15,2025-03-18,88,Restaurant,Salastown,Non-Vegetarian,Breakfast
576,Salad,35,2025-03-24,786,Restaurant,Basstown,Non-Vegetarian,Lunch
577,Bread,30,2025-03-29,161,Supermarket,Perezport,Non-Vegetarian,Dinner
578,Salad,27,2025-03-29,285,Restaurant,West Corey,Vegan,Snacks
579,Dairy,44,2025-03-24,885,Restaurant,Lake Stephen,Vegetarian,Breakfast
580,Rice,21,2025-03-24,497,Catering Service,Chelseyfort,Non-Vegetarian,Snacks
581,Salad,8,2025-03-20,656,Restaurant,South Tiffanyfort,Vegetarian,Breakfast
582,Soup,44,2025-03-20,501,Grocery Store,Jordanhaven,Vegetarian,Snacks
583,Vegetables,44,2025-03-23,938,Restaurant,Hollyhaven,Non-Vegetarian,Dinner
584,Salad,16,2025-03-30,590,Grocery Store,Richchester,Non-Vegetarian,Snacks
585,Rice,3,2025-03-26,514,Supermarket,Maxwellburgh,Vegetarian,Breakfast
586,Vegetables,37,2025-03-18,54,Supermarket,Lake Rachael,Vegetarian,Breakfast
587,Fruits,22,2025-03-21,192,Catering Service,Leslieville,Non-Vegetarian,Dinner
588,Dairy,31,2025-03-27,709,Restaurant,South Kathryn,Non-Vegetarian,Breakfast
589,Rice,49,2025-03-20,20,Catering Service,East Samantha,Vegetarian,Dinner
590,Fruits,11,2025-03-28,56,Catering Service,Michaelview,Vegan,Snacks
591,Fruits,19,2025-03-28,154,Supermarket,New John,Vegetarian,Breakfast
592,Rice,13,2025-03-23,341,Grocery Store,Lake Ryanbury,Vegan,Lunch
593,Soup,2,2025-03-23,515,Restaurant,Snyderton,Vegan,Lunch
594,Chicken,35,2025-03-28,140,Restaurant,Watsonstad,Non-Vegetarian,Breakfast
595,Salad,42,2025-03-19,358,Restaurant,South Crystalberg,Vegan,Lunch
596,Fish,44,2025-03-29,158,Catering Service,North Crystal,Non-Vegetarian,Lunch
597,Dairy,12,2025-03-20,563,Grocery Store,East Angela,Vegetarian,Lunch
598,Rice,19,2025-03-27,981,Restaurant,West Stevenport,Non-Vegetarian,Lunch
599,Fruits,19,2025-03-30,232,Supermarket,Muellermouth,Vegetarian,Lunch
600,Rice,39,2025-03-24,505,Restaurant,Chelseaside,Non-Vegetarian,Snacks
601,Vegetables,9,2025-03-27,140,Restaurant,Watsonstad,Vegan,Snacks
602,Chicken,15,2025-03-25,913,Grocery Store,Erikatown,Non-Vegetarian,Breakfast
603,Rice,37,2025-03-28,858,Restaurant,Johnsonborough,Non-Vegetarian,Lunch
604,Pasta,47,2025-03-27,578,Catering Service,Port Carrie,Vegan,Breakfast
605,Vegetables,20,2025-03-23,429,Grocery Store,Lake Benjamin,Vegetarian,Dinner
606,Pasta,36,2025-03-22,932,Supermarket,New Ginaborough,Vegetarian,Dinner
607,Vegetables,23,2025-03-20,556,Catering Service,Brittanyland,Vegetarian,Dinner
608,Vegetables,27,2025-03-28,17,Catering Service,West Dawn,Non-Vegetarian,Dinner
609,Bread,38,2025-03-23,541,Catering Service,West Karen,Vegetarian,Breakfast
610,Pasta,13,2025-03-30,477,Supermarket,East Jacobchester,Non-Vegetarian,Breakfast
611,Vegetables,40,2025-03-30,993,Restaurant,East Stephanie,Vegetarian,Snacks
612,Vegetables,45,2025-03-17,874,Catering Service,Priceland,Non-Vegetarian,Lunch
613,Bread,42,2025-03-20,592,Restaurant,North Brendaborough,Vegetarian,Dinner
614,Salad,43,2025-03-16,146,Supermarket,Jonathanhaven,Vegan,Lunch
615,Salad,11,2025-03-23,104,Catering Service,Lake Theresa,Vegetarian,Breakfast
616,Fish,35,2025-03-20,735,Restaurant,Westmouth,Non-Vegetarian,Dinner
617,Soup,27,2025-03-18,507,Grocery Store,Lake Diane,Vegetarian,Lunch
618,Soup,9,2025-03-18,929,Catering Service,Lake Richardhaven,Non-Vegetarian,Dinner
619,Pasta,46,2025-03-29,725,Grocery Store,New Evanport,Vegan,Snacks
620,Chicken,7,2025-03-20,497,Catering Service,Chelseyfort,Vegetarian,Dinner
621,Soup,23,2025-03-21,979,Restaurant,West Hunter,Non-Vegetarian,Lunch
622,Fish,17,2025-03-24,857,Supermarket,Jordanborough,Vegan,Snacks
623,Salad,38,2025-03-29,37,Catering Service,New Amanda,Vegetarian,Breakfast
624,Fish,10,2025-03-16,475,Catering Service,Bentonfurt,Non-Vegetarian,Breakfast
625,Rice,7,2025-03-22,632,Supermarket,Davidville,Vegan,Breakfast
626,Salad,37,2025-03-29,274,Supermarket,New Dawnborough,Non-Vegetarian,Breakfast
627,Vegetables,26,2025-03-17,890,Restaurant,Pereztown,Non-Vegetarian,Breakfast
628,Fish,5,2025-03-16,758,Catering Service,Port Patrick,Non-Vegetarian,Snacks
629,Bread,33,2025-03-20,694,Supermarket,Amandashire,Vegan,Breakfast
630,Bread,39,2025-03-25,478,Catering Service,Lake Regina,Vegan,Snacks
631,Pasta,49,2025-03-30,232,Supermarket,Muellermouth,Non-Vegetarian,Dinner
632,Fruits,45,2025-03-25,850,Grocery Store,North Stevenbury,Vegan,Breakfast
633,Salad,19,2025-03-28,922,Restaurant,Lake Michael,Vegan,Snacks
634,Bread,40,2025-03-16,205,Grocery Store,Carlbury,Non-Vegetarian,Breakfast
635,Pasta,18,2025-03-26,251,Restaurant,East Terrancemouth,Vegetarian,Dinner
636,Fish,11,2025-03-25,687,Catering Service,North James,Non-Vegetarian,Lunch
637,Chicken,49,2025-03-30,873,Catering Service,East Sonyaport,Non-Vegetarian,Lunch
638,Rice,12,2025-03-21,421,Supermarket,Kylehaven,Non-Vegetarian,Dinner
639,Salad,5,2025-03-20,60,Restaurant,Wilsonport,Non-Vegetarian,Lunch
640,Pasta,2,2025-03-17,422,Catering Service,Smithfort,Non-Vegetarian,Breakfast
